Simulation,Event Log
0,"[(0, 0, 'null_start_simulation'), (0, 0, 'start_simulation'), (1, 17, 'arrival'), (1, 17, 'join_queue_takeout'), (1, 17, 'cooking'), (1, 20, 'finished_takeout'), (1, 20, 'leaving_takeout'), (2, 23, 'arrival'), (2, 23, 'join_queue_takeout'), (2, 23, 'cooking'), (2, 26, 'finished_takeout'), (2, 26, 'leaving_takeout'), (3, 32, 'arrival'), (3, 32, 'join_queue_takeout'), (3, 32, 'cooking'), (3, 35, 'finished_takeout'), (3, 35, 'leaving_takeout'), (4, 37, 'arrival'), (4, 37, 'join_queue_dinein'), (4, 37, 'seated'), (4, 37, 'served'), (4, 42, 'finished_eating'), (4, 42, 'paying'), (4, 43, 'leaving'), (5, 48, 'arrival'), (5, 48, 'join_queue_dinein'), (5, 48, 'seated'), (5, 48, 'served'), (5, 53, 'finished_eating'), (5, 53, 'paying'), (5, 54, 'leaving'), (6, 57, 'arrival'), (6, 57, 'join_queue_takeout'), (6, 57, 'cooking'), (7, 59, 'arrival'), (7, 59, 'join_queue_dinein'), (7, 59, 'seated'), (7, 59, 'served'), (6, 60, 'finished_takeout'), (6, 60, 'leaving_takeout'), (7, 64, 'finished_eating'), (7, 64, 'paying'), (7, 65, 'leaving'), (8, 92, 'arrival'), (8, 92, 'join_queue_dinein'), (8, 92, 'seated'), (8, 92, 'served'), (9, 93, 'arrival'), (9, 93, 'join_queue_takeout'), (9, 93, 'cooking'), (9, 96, 'finished_takeout'), (9, 96, 'leaving_takeout'), (8, 97, 'finished_eating'), (8, 97, 'paying'), (10, 97, 'arrival'), (10, 97, 'join_queue_takeout'), (10, 97, 'cooking'), (8, 98, 'leaving'), (10, 100, 'finished_takeout'), (10, 100, 'leaving_takeout'), (11, 107, 'arrival'), (11, 107, 'join_queue_dinein'), (11, 107, 'seated'), (11, 107, 'served'), (12, 108, 'arrival'), (12, 108, 'join_queue_takeout'), (12, 108, 'cooking'), (12, 111, 'finished_takeout'), (12, 111, 'leaving_takeout'), (11, 112, 'finished_eating'), (11, 112, 'paying'), (11, 113, 'leaving'), (13, 120, 'arrival'), (13, 120, 'join_queue_dinein'), (13, 120, 'seated'), (13, 120, 'served'), (13, 125, 'finished_eating'), (13, 125, 'paying'), (13, 126, 'leaving'), (14, 136, 'arrival'), (14, 136, 'join_queue_takeout'), (14, 136, 'cooking'), (14, 139, 'finished_takeout'), (14, 139, 'leaving_takeout'), (15, 154, 'arrival'), (15, 154, 'join_queue_dinein'), (15, 154, 'seated'), (15, 154, 'served'), (16, 156, 'arrival'), (16, 156, 'join_queue_takeout'), (17, 156, 'arrival'), (17, 156, 'join_queue_takeout'), (16, 156, 'cooking'), (18, 156, 'arrival'), (18, 156, 'join_queue_takeout'), (17, 156, 'cooking'), (18, 157.5420444893061, 'impatience'), (15, 159, 'finished_eating'), (15, 159, 'paying'), (16, 159, 'finished_takeout'), (16, 159, 'leaving_takeout'), (17, 159, 'finished_takeout'), (17, 159, 'leaving_takeout'), (15, 160, 'leaving'), (19, 170, 'arrival'), (19, 170, 'join_queue_dinein'), (19, 170, 'seated'), (19, 170, 'served'), (19, 175, 'finished_eating'), (19, 175, 'paying'), (19, 176, 'leaving'), (20, 185, 'arrival'), (20, 185, 'join_queue_dinein'), (20, 185, 'seated'), (20, 185, 'served'), (20, 190, 'finished_eating'), (20, 190, 'paying'), (20, 191, 'leaving'), (21, 201, 'arrival'), (21, 201, 'join_queue_takeout'), (21, 201, 'cooking'), (21, 204, 'finished_takeout'), (21, 204, 'leaving_takeout'), (22, 214, 'arrival'), (22, 214, 'join_queue_dinein'), (22, 214, 'seated'), (22, 214, 'served'), (22, 219, 'finished_eating'), (22, 219, 'paying'), (23, 220, 'arrival'), (22, 220, 'leaving'), (23, 220, 'join_queue_dinein'), (23, 220, 'seated'), (23, 220, 'served'), (23, 225, 'finished_eating'), (23, 225, 'paying'), (23, 226, 'leaving'), (24, 263, 'arrival'), (24, 263, 'join_queue_takeout'), (24, 263, 'cooking'), (24, 266, 'finished_takeout'), (24, 266, 'leaving_takeout'), (25, 275, 'arrival'), (25, 275, 'join_queue_takeout'), (25, 275, 'cooking'), (25, 278, 'finished_takeout'), (25, 278, 'leaving_takeout'), (26, 285, 'arrival'), (26, 285, 'join_queue_dinein'), (26, 285, 'seated'), (26, 285, 'served'), (26, 290, 'finished_eating'), (26, 290, 'paying'), (26, 291, 'leaving'), (27, 300, 'arrival'), (27, 300, 'join_queue_dinein'), (27, 300, 'seated'), (27, 300, 'served'), (27, 305, 'finished_eating'), (27, 305, 'paying'), (27, 306, 'leaving'), (28, 312, 'arrival'), (28, 312, 'join_queue_takeout'), (28, 312, 'cooking'), (28, 315, 'finished_takeout'), (28, 315, 'leaving_takeout'), (29, 349, 'arrival'), (29, 349, 'join_queue_dinein'), (30, 349, 'arrival'), (30, 349, 'join_queue_dinein'), (29, 349, 'seated'), (29, 349, 'served'), (30, 350.4236678031276, 'impatience'), (29, 354, 'finished_eating'), (29, 354, 'paying'), (29, 355, 'leaving'), (31, 390, 'arrival'), (31, 390, 'join_queue_takeout'), (31, 390, 'cooking'), (31, 393, 'finished_takeout'), (31, 393, 'leaving_takeout'), (32, 394, 'arrival'), (32, 394, 'join_queue_takeout'), (32, 394, 'cooking'), (32, 397, 'finished_takeout'), (32, 397, 'leaving_takeout'), (33, 399, 'arrival'), (33, 399, 'join_queue_takeout'), (33, 399, 'cooking'), (33, 402, 'finished_takeout'), (33, 402, 'leaving_takeout'), (34, 432, 'arrival'), (34, 432, 'join_queue_takeout'), (34, 432, 'cooking'), (35, 433, 'arrival'), (35, 433, 'join_queue_takeout'), (35, 433, 'cooking'), (34, 435, 'finished_takeout'), (34, 435, 'leaving_takeout'), (36, 435, 'arrival'), (36, 435, 'join_queue_takeout'), (36, 435, 'cooking'), (35, 436, 'finished_takeout'), (35, 436, 'leaving_takeout'), (36, 438, 'finished_takeout'), (36, 438, 'leaving_takeout'), (37, 451, 'arrival'), (37, 451, 'join_queue_takeout'), (37, 451, 'cooking'), (37, 454, 'finished_takeout'), (37, 454, 'leaving_takeout'), (38, 456, 'arrival'), (38, 456, 'join_queue_takeout'), (38, 456, 'cooking'), (38, 459, 'finished_takeout'), (38, 459, 'leaving_takeout'), (39, 476, 'arrival'), (39, 476, 'join_queue_takeout'), (39, 476, 'cooking'), (39, 479, 'finished_takeout'), (39, 479, 'leaving_takeout')]"
1,"[(0, 0, 'null_start_simulation'), (0, 0, 'start_simulation'), (1, 8, 'arrival'), (1, 8, 'join_queue_takeout'), (1, 8, 'cooking'), (1, 11, 'finished_takeout'), (1, 11, 'leaving_takeout'), (2, 23, 'arrival'), (2, 23, 'join_queue_takeout'), (2, 23, 'cooking'), (2, 26, 'finished_takeout'), (2, 26, 'leaving_takeout'), (3, 28, 'arrival'), (3, 28, 'join_queue_dinein'), (3, 28, 'seated'), (3, 28, 'served'), (3, 33, 'finished_eating'), (3, 33, 'paying'), (3, 34, 'leaving'), (4, 38, 'arrival'), (4, 38, 'join_queue_dinein'), (4, 38, 'seated'), (4, 38, 'served'), (4, 43, 'finished_eating'), (4, 43, 'paying'), (4, 44, 'leaving'), (5, 47, 'arrival'), (5, 47, 'join_queue_takeout'), (6, 47, 'arrival'), (6, 47, 'join_queue_takeout'), (5, 47, 'cooking'), (6, 47, 'cooking'), (5, 50, 'finished_takeout'), (5, 50, 'leaving_takeout'), (6, 50, 'finished_takeout'), (6, 50, 'leaving_takeout'), (7, 52, 'arrival'), (7, 52, 'join_queue_takeout'), (7, 52, 'cooking'), (7, 55, 'finished_takeout'), (7, 55, 'leaving_takeout'), (8, 70, 'arrival'), (8, 70, 'join_queue_takeout'), (8, 70, 'cooking'), (9, 71, 'arrival'), (9, 71, 'join_queue_takeout'), (9, 71, 'cooking'), (8, 73, 'finished_takeout'), (8, 73, 'leaving_takeout'), (9, 74, 'finished_takeout'), (9, 74, 'leaving_takeout'), (10, 80, 'arrival'), (10, 80, 'join_queue_takeout'), (10, 80, 'cooking'), (10, 83, 'finished_takeout'), (10, 83, 'leaving_takeout'), (11, 125, 'arrival'), (11, 125, 'join_queue_dinein'), (11, 125, 'seated'), (11, 125, 'served'), (11, 130, 'finished_eating'), (11, 130, 'paying'), (11, 131, 'leaving'), (12, 144, 'arrival'), (12, 144, 'join_queue_dinein'), (12, 144, 'seated'), (12, 144, 'served'), (13, 145, 'arrival'), (13, 145, 'join_queue_takeout'), (13, 145, 'cooking'), (13, 148, 'finished_takeout'), (13, 148, 'leaving_takeout'), (12, 149, 'finished_eating'), (12, 149, 'paying'), (12, 150, 'leaving'), (14, 167, 'arrival'), (14, 167, 'join_queue_dinein'), (14, 167, 'seated'), (14, 167, 'served'), (15, 169, 'arrival'), (15, 169, 'join_queue_dinein'), (15, 170.2443210903081, 'impatience'), (14, 172, 'finished_eating'), (14, 172, 'paying'), (14, 173, 'leaving'), (16, 179, 'arrival'), (16, 179, 'join_queue_takeout'), (16, 179, 'cooking'), (16, 182, 'finished_takeout'), (16, 182, 'leaving_takeout'), (17, 183, 'arrival'), (17, 183, 'join_queue_takeout'), (17, 183, 'cooking'), (17, 186, 'finished_takeout'), (17, 186, 'leaving_takeout'), (18, 193, 'arrival'), (18, 193, 'join_queue_dinein'), (18, 193, 'seated'), (18, 193, 'served'), (19, 196, 'arrival'), (19, 196, 'join_queue_takeout'), (20, 196, 'arrival'), (20, 196, 'join_queue_dinein'), (19, 196, 'cooking'), (21, 196, 'arrival'), (21, 196, 'join_queue_takeout'), (21, 196, 'cooking'), (20, 197.34471383335813, 'impatience'), (18, 198, 'finished_eating'), (18, 198, 'paying'), (19, 199, 'finished_takeout'), (19, 199, 'leaving_takeout'), (21, 199, 'finished_takeout'), (21, 199, 'leaving_takeout'), (18, 199, 'leaving'), (22, 204, 'arrival'), (22, 204, 'join_queue_dinein'), (22, 204, 'seated'), (22, 204, 'served'), (22, 209, 'finished_eating'), (22, 209, 'paying'), (22, 210, 'leaving'), (23, 212, 'arrival'), (23, 212, 'join_queue_dinein'), (23, 212, 'seated'), (23, 212, 'served'), (23, 217, 'finished_eating'), (23, 217, 'paying'), (24, 218, 'arrival'), (23, 218, 'leaving'), (24, 218, 'join_queue_takeout'), (24, 218, 'cooking'), (25, 219, 'arrival'), (25, 219, 'join_queue_takeout'), (25, 219, 'cooking'), (24, 221, 'finished_takeout'), (24, 221, 'leaving_takeout'), (25, 222, 'finished_takeout'), (25, 222, 'leaving_takeout'), (26, 227, 'arrival'), (26, 227, 'join_queue_takeout'), (26, 227, 'cooking'), (27, 229, 'arrival'), (27, 229, 'join_queue_takeout'), (28, 229, 'arrival'), (28, 229, 'join_queue_takeout'), (27, 229, 'cooking'), (26, 230, 'finished_takeout'), (26, 230, 'leaving_takeout'), (28, 230, 'cooking'), (27, 232, 'finished_takeout'), (27, 232, 'leaving_takeout'), (28, 233, 'finished_takeout'), (28, 233, 'leaving_takeout'), (29, 239, 'arrival'), (29, 239, 'join_queue_takeout'), (29, 239, 'cooking'), (29, 242, 'finished_takeout'), (29, 242, 'leaving_takeout'), (30, 246, 'arrival'), (30, 246, 'join_queue_takeout'), (30, 246, 'cooking'), (30, 249, 'finished_takeout'), (30, 249, 'leaving_takeout'), (31, 252, 'arrival'), (31, 252, 'join_queue_takeout'), (31, 252, 'cooking'), (32, 255, 'arrival'), (31, 255, 'finished_takeout'), (31, 255, 'leaving_takeout'), (32, 255, 'join_queue_dinein'), (33, 255, 'arrival'), (33, 255, 'join_queue_takeout'), (32, 255, 'seated'), (32, 255, 'served'), (33, 255, 'cooking'), (34, 256, 'arrival'), (34, 256, 'join_queue_takeout'), (35, 256, 'arrival'), (35, 256, 'join_queue_dinein'), (34, 256, 'cooking'), (35, 257.07977684203314, 'impatience'), (33, 258, 'finished_takeout'), (33, 258, 'leaving_takeout'), (36, 258, 'arrival'), (36, 258, 'join_queue_takeout'), (36, 258, 'cooking'), (34, 259, 'finished_takeout'), (34, 259, 'leaving_takeout'), (32, 260, 'finished_eating'), (32, 260, 'paying'), (36, 261, 'finished_takeout'), (36, 261, 'leaving_takeout'), (32, 261, 'leaving'), (37, 283, 'arrival'), (37, 283, 'join_queue_takeout'), (37, 283, 'cooking'), (37, 286, 'finished_takeout'), (37, 286, 'leaving_takeout'), (38, 287, 'arrival'), (38, 287, 'join_queue_takeout'), (38, 287, 'cooking'), (38, 290, 'finished_takeout'), (38, 290, 'leaving_takeout'), (39, 307, 'arrival'), (39, 307, 'join_queue_dinein'), (39, 307, 'seated'), (39, 307, 'served'), (39, 312, 'finished_eating'), (39, 312, 'paying'), (40, 313, 'arrival'), (39, 313, 'leaving'), (40, 313, 'join_queue_dinein'), (40, 313, 'seated'), (40, 313, 'served'), (40, 318, 'finished_eating'), (40, 318, 'paying'), (40, 319, 'leaving'), (41, 345, 'arrival'), (41, 345, 'join_queue_dinein'), (41, 345, 'seated'), (41, 345, 'served'), (41, 350, 'finished_eating'), (41, 350, 'paying'), (41, 351, 'leaving'), (42, 362, 'arrival'), (42, 362, 'join_queue_dinein'), (42, 362, 'seated'), (42, 362, 'served'), (42, 367, 'finished_eating'), (42, 367, 'paying'), (42, 368, 'leaving'), (43, 390, 'arrival'), (43, 390, 'join_queue_takeout'), (43, 390, 'cooking'), (43, 393, 'finished_takeout'), (43, 393, 'leaving_takeout'), (44, 395, 'arrival'), (44, 395, 'join_queue_dinein'), (45, 395, 'arrival'), (45, 395, 'join_queue_dinein'), (44, 395, 'seated'), (44, 395, 'served'), (45, 396.0822226602222, 'impatience'), (46, 400, 'arrival'), (44, 400, 'finished_eating'), (44, 400, 'paying'), (46, 400, 'join_queue_takeout'), (46, 400, 'cooking'), (44, 401, 'leaving'), (46, 403, 'finished_takeout'), (46, 403, 'leaving_takeout'), (47, 410, 'arrival'), (47, 410, 'join_queue_dinein'), (47, 410, 'seated'), (47, 410, 'served'), (48, 414, 'arrival'), (48, 414, 'join_queue_takeout'), (48, 414, 'cooking'), (47, 415, 'finished_eating'), (47, 415, 'paying'), (47, 416, 'leaving'), (48, 417, 'finished_takeout'), (48, 417, 'leaving_takeout'), (49, 431, 'arrival'), (49, 431, 'join_queue_takeout'), (49, 431, 'cooking'), (50, 432, 'arrival'), (50, 432, 'join_queue_dinein'), (50, 432, 'seated'), (50, 432, 'served'), (49, 434, 'finished_takeout'), (49, 434, 'leaving_takeout'), (50, 437, 'finished_eating'), (50, 437, 'paying'), (50, 438, 'leaving'), (51, 442, 'arrival'), (51, 442, 'join_queue_takeout'), (51, 442, 'cooking'), (51, 445, 'finished_takeout'), (51, 445, 'leaving_takeout'), (52, 447, 'arrival'), (52, 447, 'join_queue_dinein'), (52, 447, 'seated'), (52, 447, 'served'), (52, 452, 'finished_eating'), (52, 452, 'paying'), (52, 453, 'leaving'), (53, 464, 'arrival'), (53, 464, 'join_queue_dinein'), (53, 464, 'seated'), (53, 464, 'served'), (54, 465, 'arrival'), (54, 465, 'join_queue_dinein'), (54, 466.40529610041, 'impatience'), (53, 469, 'finished_eating'), (53, 469, 'paying'), (53, 470, 'leaving')]"
2,"[(0, 0, 'null_start_simulation'), (0, 0, 'start_simulation'), (1, 15, 'arrival'), (1, 15, 'join_queue_dinein'), (1, 15, 'seated'), (1, 15, 'served'), (1, 20, 'finished_eating'), (1, 20, 'paying'), (1, 21, 'leaving'), (2, 67, 'arrival'), (2, 67, 'join_queue_dinein'), (2, 67, 'seated'), (2, 67, 'served'), (2, 72, 'finished_eating'), (2, 72, 'paying'), (2, 73, 'leaving'), (3, 87, 'arrival'), (3, 87, 'join_queue_takeout'), (3, 87, 'cooking'), (3, 90, 'finished_takeout'), (3, 90, 'leaving_takeout'), (4, 104, 'arrival'), (4, 104, 'join_queue_dinein'), (4, 104, 'seated'), (4, 104, 'served'), (4, 109, 'finished_eating'), (4, 109, 'paying'), (4, 110, 'leaving'), (5, 122, 'arrival'), (5, 122, 'join_queue_dinein'), (5, 122, 'seated'), (5, 122, 'served'), (5, 127, 'finished_eating'), (5, 127, 'paying'), (5, 128, 'leaving'), (6, 150, 'arrival'), (6, 150, 'join_queue_dinein'), (7, 150, 'arrival'), (7, 150, 'join_queue_dinein'), (6, 150, 'seated'), (6, 150, 'served'), (7, 151.84861978008823, 'impatience'), (8, 152, 'arrival'), (8, 152, 'join_queue_takeout'), (8, 152, 'cooking'), (6, 155, 'finished_eating'), (6, 155, 'paying'), (8, 155, 'finished_takeout'), (8, 155, 'leaving_takeout'), (6, 156, 'leaving'), (9, 168, 'arrival'), (9, 168, 'join_queue_takeout'), (9, 168, 'cooking'), (9, 171, 'finished_takeout'), (9, 171, 'leaving_takeout'), (10, 174, 'arrival'), (10, 174, 'join_queue_takeout'), (10, 174, 'cooking'), (11, 177, 'arrival'), (10, 177, 'finished_takeout'), (10, 177, 'leaving_takeout'), (11, 177, 'join_queue_dinein'), (11, 177, 'seated'), (11, 177, 'served'), (11, 182, 'finished_eating'), (11, 182, 'paying'), (11, 183, 'leaving'), (12, 219, 'arrival'), (12, 219, 'join_queue_takeout'), (12, 219, 'cooking'), (12, 222, 'finished_takeout'), (12, 222, 'leaving_takeout'), (13, 228, 'arrival'), (13, 228, 'join_queue_dinein'), (13, 228, 'seated'), (13, 228, 'served'), (13, 233, 'finished_eating'), (13, 233, 'paying'), (13, 234, 'leaving'), (14, 238, 'arrival'), (14, 238, 'join_queue_takeout'), (14, 238, 'cooking'), (14, 241, 'finished_takeout'), (14, 241, 'leaving_takeout'), (15, 250, 'arrival'), (15, 250, 'join_queue_dinein'), (15, 250, 'seated'), (15, 250, 'served'), (15, 255, 'finished_eating'), (15, 255, 'paying'), (15, 256, 'leaving'), (16, 262, 'arrival'), (16, 262, 'join_queue_takeout'), (16, 262, 'cooking'), (17, 263, 'arrival'), (17, 263, 'join_queue_takeout'), (17, 263, 'cooking'), (16, 265, 'finished_takeout'), (16, 265, 'leaving_takeout'), (17, 266, 'finished_takeout'), (17, 266, 'leaving_takeout'), (18, 290, 'arrival'), (18, 290, 'join_queue_takeout'), (18, 290, 'cooking'), (18, 293, 'finished_takeout'), (18, 293, 'leaving_takeout'), (19, 294, 'arrival'), (19, 294, 'join_queue_dinein'), (19, 294, 'seated'), (19, 294, 'served'), (20, 299, 'arrival'), (19, 299, 'finished_eating'), (19, 299, 'paying'), (20, 299, 'join_queue_dinein'), (19, 300, 'leaving'), (20, 300, 'seated'), (20, 300, 'served'), (20, 305, 'finished_eating'), (20, 305, 'paying'), (20, 306, 'leaving'), (21, 343, 'arrival'), (21, 343, 'join_queue_takeout'), (21, 343, 'cooking'), (21, 346, 'finished_takeout'), (21, 346, 'leaving_takeout'), (22, 352, 'arrival'), (22, 352, 'join_queue_takeout'), (22, 352, 'cooking'), (22, 355, 'finished_takeout'), (22, 355, 'leaving_takeout'), (23, 366, 'arrival'), (23, 366, 'join_queue_takeout'), (23, 366, 'cooking'), (23, 369, 'finished_takeout'), (23, 369, 'leaving_takeout'), (24, 387, 'arrival'), (24, 387, 'join_queue_takeout'), (24, 387, 'cooking'), (24, 390, 'finished_takeout'), (24, 390, 'leaving_takeout'), (25, 398, 'arrival'), (25, 398, 'join_queue_takeout'), (25, 398, 'cooking'), (25, 401, 'finished_takeout'), (25, 401, 'leaving_takeout'), (26, 422, 'arrival'), (26, 422, 'join_queue_dinein'), (26, 422, 'seated'), (26, 422, 'served'), (26, 427, 'finished_eating'), (26, 427, 'paying'), (27, 428, 'arrival'), (26, 428, 'leaving'), (27, 428, 'join_queue_takeout'), (27, 428, 'cooking'), (28, 430, 'arrival'), (28, 430, 'join_queue_dinein'), (28, 430, 'seated'), (28, 430, 'served'), (27, 431, 'finished_takeout'), (27, 431, 'leaving_takeout'), (28, 435, 'finished_eating'), (28, 435, 'paying'), (28, 436, 'leaving'), (29, 472, 'arrival'), (29, 472, 'join_queue_takeout'), (29, 472, 'cooking'), (29, 475, 'finished_takeout'), (29, 475, 'leaving_takeout')]"
3,"[(0, 0, 'null_start_simulation'), (0, 0, 'start_simulation'), (1, 6, 'arrival'), (1, 6, 'join_queue_dinein'), (1, 6, 'seated'), (1, 6, 'served'), (1, 11, 'finished_eating'), (1, 11, 'paying'), (1, 12, 'leaving'), (2, 30, 'arrival'), (2, 30, 'join_queue_takeout'), (2, 30, 'cooking'), (2, 33, 'finished_takeout'), (2, 33, 'leaving_takeout'), (3, 98, 'arrival'), (3, 98, 'join_queue_takeout'), (3, 98, 'cooking'), (3, 101, 'finished_takeout'), (3, 101, 'leaving_takeout'), (4, 133, 'arrival'), (4, 133, 'join_queue_dinein'), (4, 133, 'seated'), (4, 133, 'served'), (4, 138, 'finished_eating'), (4, 138, 'paying'), (4, 139, 'leaving'), (5, 140, 'arrival'), (5, 140, 'join_queue_takeout'), (5, 140, 'cooking'), (5, 143, 'finished_takeout'), (5, 143, 'leaving_takeout'), (6, 151, 'arrival'), (6, 151, 'join_queue_takeout'), (6, 151, 'cooking'), (6, 154, 'finished_takeout'), (6, 154, 'leaving_takeout'), (7, 163, 'arrival'), (7, 163, 'join_queue_dinein'), (7, 163, 'seated'), (7, 163, 'served'), (7, 168, 'finished_eating'), (7, 168, 'paying'), (7, 169, 'leaving'), (8, 176, 'arrival'), (8, 176, 'join_queue_takeout'), (8, 176, 'cooking'), (8, 179, 'finished_takeout'), (8, 179, 'leaving_takeout'), (9, 185, 'arrival'), (9, 185, 'join_queue_takeout'), (9, 185, 'cooking'), (9, 188, 'finished_takeout'), (9, 188, 'leaving_takeout'), (10, 195, 'arrival'), (10, 195, 'join_queue_dinein'), (10, 195, 'seated'), (10, 195, 'served'), (11, 197, 'arrival'), (11, 197, 'join_queue_takeout'), (11, 197, 'cooking'), (10, 200, 'finished_eating'), (10, 200, 'paying'), (11, 200, 'finished_takeout'), (11, 200, 'leaving_takeout'), (10, 201, 'leaving'), (12, 209, 'arrival'), (12, 209, 'join_queue_dinein'), (12, 209, 'seated'), (12, 209, 'served'), (13, 211, 'arrival'), (13, 211, 'join_queue_dinein'), (13, 212.79404675554423, 'impatience'), (12, 214, 'finished_eating'), (12, 214, 'paying'), (12, 215, 'leaving'), (14, 222, 'arrival'), (14, 222, 'join_queue_dinein'), (14, 222, 'seated'), (14, 222, 'served'), (14, 227, 'finished_eating'), (14, 227, 'paying'), (14, 228, 'leaving'), (15, 250, 'arrival'), (15, 250, 'join_queue_takeout'), (15, 250, 'cooking'), (15, 253, 'finished_takeout'), (15, 253, 'leaving_takeout'), (16, 268, 'arrival'), (16, 268, 'join_queue_takeout'), (16, 268, 'cooking'), (16, 271, 'finished_takeout'), (16, 271, 'leaving_takeout'), (17, 292, 'arrival'), (17, 292, 'join_queue_dinein'), (17, 292, 'seated'), (17, 292, 'served'), (17, 297, 'finished_eating'), (17, 297, 'paying'), (17, 298, 'leaving'), (18, 323, 'arrival'), (18, 323, 'join_queue_dinein'), (18, 323, 'seated'), (18, 323, 'served'), (18, 328, 'finished_eating'), (18, 328, 'paying'), (18, 329, 'leaving'), (19, 330, 'arrival'), (19, 330, 'join_queue_dinein'), (19, 330, 'seated'), (19, 330, 'served'), (20, 335, 'arrival'), (19, 335, 'finished_eating'), (19, 335, 'paying'), (20, 335, 'join_queue_dinein'), (19, 336, 'leaving'), (21, 336, 'arrival'), (21, 336, 'join_queue_dinein'), (20, 336, 'seated'), (20, 336, 'served'), (21, 337.68665896184405, 'impatience'), (22, 338, 'arrival'), (22, 338, 'join_queue_takeout'), (22, 338, 'cooking'), (23, 340, 'arrival'), (23, 340, 'join_queue_takeout'), (23, 340, 'cooking'), (20, 341, 'finished_eating'), (20, 341, 'paying'), (22, 341, 'finished_takeout'), (22, 341, 'leaving_takeout'), (20, 342, 'leaving'), (23, 343, 'finished_takeout'), (23, 343, 'leaving_takeout'), (24, 348, 'arrival'), (24, 348, 'join_queue_dinein'), (24, 348, 'seated'), (24, 348, 'served'), (25, 351, 'arrival'), (25, 351, 'join_queue_dinein'), (25, 352.0502917359, 'impatience'), (24, 353, 'finished_eating'), (24, 353, 'paying'), (24, 354, 'leaving'), (26, 355, 'arrival'), (26, 355, 'join_queue_dinein'), (26, 355, 'seated'), (26, 355, 'served'), (27, 357, 'arrival'), (27, 357, 'join_queue_dinein'), (27, 358.93641885244267, 'impatience'), (26, 360, 'finished_eating'), (26, 360, 'paying'), (26, 361, 'leaving'), (28, 362, 'arrival'), (28, 362, 'join_queue_takeout'), (29, 362, 'arrival'), (29, 362, 'join_queue_takeout'), (28, 362, 'cooking'), (29, 362, 'cooking'), (30, 363, 'arrival'), (30, 363, 'join_queue_takeout'), (31, 364, 'arrival'), (31, 364, 'join_queue_takeout'), (30, 364.11979630750335, 'impatience'), (28, 365, 'finished_takeout'), (28, 365, 'leaving_takeout'), (29, 365, 'finished_takeout'), (29, 365, 'leaving_takeout'), (31, 365, 'cooking'), (31, 368, 'finished_takeout'), (31, 368, 'leaving_takeout'), (32, 381, 'arrival'), (32, 381, 'join_queue_dinein'), (32, 381, 'seated'), (32, 381, 'served'), (32, 386, 'finished_eating'), (32, 386, 'paying'), (33, 387, 'arrival'), (32, 387, 'leaving'), (33, 387, 'join_queue_takeout'), (33, 387, 'cooking'), (33, 390, 'finished_takeout'), (33, 390, 'leaving_takeout'), (34, 393, 'arrival'), (34, 393, 'join_queue_takeout'), (35, 393, 'arrival'), (35, 393, 'join_queue_takeout'), (34, 393, 'cooking'), (35, 393, 'cooking'), (34, 396, 'finished_takeout'), (34, 396, 'leaving_takeout'), (35, 396, 'finished_takeout'), (35, 396, 'leaving_takeout'), (36, 420, 'arrival'), (36, 420, 'join_queue_takeout'), (36, 420, 'cooking'), (37, 421, 'arrival'), (37, 421, 'join_queue_takeout'), (37, 421, 'cooking'), (36, 423, 'finished_takeout'), (36, 423, 'leaving_takeout'), (38, 424, 'arrival'), (37, 424, 'finished_takeout'), (37, 424, 'leaving_takeout'), (38, 424, 'join_queue_dinein'), (39, 424, 'arrival'), (39, 424, 'join_queue_dinein'), (38, 424, 'seated'), (38, 424, 'served'), (39, 425.1938419450862, 'impatience'), (40, 429, 'arrival'), (38, 429, 'finished_eating'), (38, 429, 'paying'), (40, 429, 'join_queue_takeout'), (40, 429, 'cooking'), (38, 430, 'leaving'), (40, 432, 'finished_takeout'), (40, 432, 'leaving_takeout'), (41, 440, 'arrival'), (41, 440, 'join_queue_takeout'), (41, 440, 'cooking'), (41, 443, 'finished_takeout'), (41, 443, 'leaving_takeout'), (42, 448, 'arrival'), (42, 448, 'join_queue_takeout'), (42, 448, 'cooking'), (42, 451, 'finished_takeout'), (42, 451, 'leaving_takeout'), (43, 459, 'arrival'), (43, 459, 'join_queue_dinein'), (43, 459, 'seated'), (43, 459, 'served'), (44, 461, 'arrival'), (44, 461, 'join_queue_dinein'), (44, 462.0267722758025, 'impatience'), (43, 464, 'finished_eating'), (43, 464, 'paying'), (43, 465, 'leaving'), (45, 473, 'arrival'), (45, 473, 'join_queue_dinein'), (45, 473, 'seated'), (45, 473, 'served'), (45, 478, 'finished_eating'), (45, 478, 'paying'), (45, 479, 'leaving')]"
